breathtakingly,1.0
bright,1
brighten,1
brightness,1
brilliance,1
brilliant,1
brilliantly,1
brimstone,0
brisk,1
bristle,0
brittle,0
broad,1.0
broke,0
broken-hearted,0
brood,0
brook,1.0
brotherly,1.0
browbeat,0
bruise,0
brusque,0
brutal,0
brutalising,0
brutalities,0
brutality,0
brutalize,0
brutalizing,0
brutally,0
brute,0
brutish,0
bug,0
buckle,0
bulky,0
bull,1.0
bullies,0
bullish,1.0
bully,0
bullyingly,0
bum,0
bumpy,0
bungle,0
bungler,0
bunk,0
buoyant,1
burden,0
burdensome,0
burdensomely,0
burn,0
busy,0
busybody,0
butcher,0
butchery,0
byzantine,0
cackle,0
cajole,0
calamities,0
calamitous,0
calamitously,0
calamity,0
callous,0
calm,1
calming,1
calmness,1
calumniate,0
calumniation,0
calumnies,0
calumnious,0
calumniously,0
calumny,0
cancer,0
cancerous,0
candid,1.0
candor,1.0
cannibal,0
cannibalize,0
capable,1
capability,1.0
capably,1.0
capitalize,1.0
capitulate,0
capricious,0
capriciously,0
capriciousness,0
capsize,0
captivate,1.0
captivating,1.0
captivation,1.0
captive,0
care,1
carefree,1
careful,1
careless,0
carelessness,0
caricature,0
carnage,0
carp,0
cartoon,0
cartoonish,0
cash-strapped,0
castigate,0
casualty,0
cataclysm,0
cataclysmal,0
cataclysmic,0
cataclysmically,0
catalyst,1.0
catastrophe,0
catastrophes,0
catastrophic,0
catastrophically,0
catchy,1.0
caustic,0
caustically,0
cautionary,0
cautious,0
cave,0
celebrate,1
celebrated,1
celebration,1.0
celebratory,1.0
celebrity,1.0
censure,0
chafe,0
chaff,0
chagrin,0
challenge,1
challenging,1
champion,1
champ,1
chaos,0
chaotic,0
charisma,0
charismatic,1.0
charitable,1
charity,1
charm,1
charming,1
charmingly,1
chaste,1.0
chasten,0
chastise,0
chastisement,0
chatter,0
chatterbox,0
cheapen,0
cheap,0
cheat,0
cheater,0
cheer,1
cheery,1
cheerful,1
cheerless,0
cherish,1
cherished,1
cherub,1.0
chic,1
chide,0
childish,0
chill,0
chilly,0
chit,0
chivalry,1.0
chivalrous,1.0
choppy,0
choke,0
chore,0
chronic,0
chum,1.0
civility,1.0
civilization,1.0
civilize,1.0
civil,1.0
clamor,0
clamorous,0
clarity,1
clash,0
classic,1.0
clean,1
cleanliness,1.0
cleanse,1.0
clear,1
clear-cut,1.0
clearer,1.0
clearly,1
clever,1
cliche,0
cliched,0
clique,0
clog,0
close,0
closeness,1.0
cloud,0
clout,1.0
clumsy,0
co-operation,1.0
coarse,0
coax,1.0
cocky,0
coddle,1.0
coerce,0
coercion,0
coercive,0
cogent,1.0
cohesive,1.0
cohere,1.0
coherence,1.0
coherent,1.0
cohesion,1.0
cold,0
coldly,0
collapse,0
collide,0
collude,0
collusion,0
colorful,1.0
colossal,1.0
combative,0
comeback,1.0
comedy,1
comely,1.0
comfort,1
comfortable,1
comfortably,1
comforting,1
comical,0
commend,1
commendable,1.0
commendably,1.0
commensurate,1.0
commonsense,1.0
commonsensible,1.0
commonsensibly,1.0
commonsensical,1.0
commodious,1.0
commiserate,0
commitment,1
commonplace,0
commotion,0
compact,1.0
compassion,1
compassionate,1
compatible,1.0
compel,0
compelling,1
compensate,1.0
competent,1
competence,1.0
competency,1.0
competitive,1
competitiveness,1.0
complacent,0
complain,0
complaining,0
complaint,0
complaints,0
complement,1.0
complex,0
compliant,1.0
complicate,0
complicated,0
complication,0
complicit,0
compliment,1
complimentary,1
comprehensive,1
compromise,1.0
compromises,1.0
compulsion,0
compulsive,0
compulsory,0
comrades,1.0
concede,0
conceit,0
conceited,0
conceivable,1.0
concern,0
concerned,0
concerns,0
concession,0
concessions,0
conciliate,1
conciliatory,1.0
conclusive,1.0
concrete,1.0
concur,1.0
condescend,0
condescending,0
condescendingly,0
condescension,0
condemn,0
condemnable,0
condemnation,0
condolence,0
condolences,0
condone,1.0
conducive,1.0
confer,1.0
confess,0
confession,0
confessions,0
confidence,1
confident,1
conflict,0
confound,0
confounded,0
confounding,0
confront,0
confrontation,0
confrontational,0
confuse,0
confused,0
confusing,0
confusion,0
confute,1.0
congenial,1.0
congested,0
congestion,0
congratulate,1
congratulations,1
congratulatory,1.0
conquer,1.0
conscience,1.0
conscientious,1.0
consensus,1.0
consent,1
considerate,1
consistent,1.0
console,1.0
conspicuous,0
conspicuously,0
conspiracies,0
conspiracy,0
conspirator,0
conspiratorial,0
conspire,0
constancy,1.0
consternation,0
constrain,0
constraint,0
constructive,1.0
consume,0
consummate,1.0
contagious,0
contaminate,0
contamination,0
contempt,0
contemptible,0
contemptuous,0
contemptuously,0
contend,1
content,1.0
contention,0
contentment,1
contentious,0
continuity,1.0
contort,0
contortions,0
contradict,0
contradiction,0
contradictory,0
contrariness,0
contrary,0
contravene,0
contribution,1.0
contrive,0
contrived,0
controversial,0
controversy,0
convenient,1.0
conveniently,1.0
conviction,1.0
convince,1
convincing,1
convincingly,1
convoluted,0
cooperate,1.0
cooperation,1.0
cooperative,1.0
cooperatively,1.0
coping,0
cordial,1.0
cornerstone,1.0
correct,1.0
correctly,1.0
corrode,0
corrosion,0
corrosive,0
corrupt,0
corruption,0
cost-effective,1.0
cost-saving,1.0
costly,0
counterproductive,0
coupists,0
courage,1
courageous,1
courageously,1
courageousness,1
court,1.0
courteous,1
courtesy,1
courtly,1.0
covenant,1.0
covetous,0
cow,0
coward,0
cowardly,0
cozy,1.0
crackdown,0
crafty,0
cramped,0
cranky,0
crass,0
crave,1.0
craven,0
cravenly,0
craving,1.0
craze,0
crazily,0
craziness,0
crazy,0
creative,1
credence,1.0
credible,1.0
credulous,0
crime,0
criminal,0
cringe,0
cripple,0
crippling,0
crisis,0
crisp,1.0
critic,0
critical,0
criticism,0
criticisms,0
criticize,0
critics,0
crook,0
crooked,0
cross,0
crowded,0
crude,0
cruel,0
cruelties,0
cruelty,0
crumble,0
crumple,0
crusade,1.0
crusader,1.0
crush,0
crushing,0
cry,0
culpable,0
cuplrit,0
cumbersome,0
cure-all,1.0
curious,1
curiously,1.0
curse,0
cursed,0
curses,0
cursory,0
curt,0
cuss,0
cut,0
cute,1
cutthroat,0
cynical,0
cynicism,0
damage,0
damaging,0
damn,0
damnable,0
damnably,0
damnation,0
damned,0
damning,0
dance,1.0
danger,0
dangerous,0
dangerousness,0
dangle,0
dare,1.0
daring,1
daringly,1
dark,0
darken,0
darkness,0
darling,1
darn,0
dash,0
dashing,1.0
dastard,0
dastardly,0
daunt,0
daunting,0
dauntingly,0
dauntless,1
dawdle,0
dawn,1.0
daydream,1.0
daydreamer,1.0
daze,0
dazed,0
dazzle,1.0
dazzled,1.0
dazzling,1.0
dead,0
deadbeat,0
deadlock,0
deadly,0
deadweight,0
deaf,0
deal,1.0
dear,1
dearth,0
death,0
debacle,0
debase,0
debasement,0
debaser,0
debatable,0
debate,0
debauch,0
debaucher,0
debauchery,0
debilitate,0
debilitating,0
debility,0
decadence,0
decadent,0
decay,0
decayed,0
deceit,0
deceitful,0
deceitfully,0
deceitfulness,0
deceiving,0
deceive,0
deceiver,0
deceivers,0
decent,1.0
decency,1.0
deception,0
deceptive,0
deceptively,0
decisive,1
decisiveness,1.0
declaim,0
decline,0
declining,0
decrease,0
decreasing,0
decrement,0
decrepit,0
decrepitude,0
decry,0
dedicated,1
deep,0
deepening,0
defamation,0
defamations,0
defamatory,0
defame,0
defeat,0
defect,0
defective,0
defend,1.0
defender,1
defensive,1
deference,1.0
defense,1
defiance,0
defiant,0
defiantly,0
deficiency,0
deficient,0
defile,0
defiler,0
definite,1
definitely,1
definitive,1.0
definitively,1.0
deflationary,1.0
deform,0
deformed,0
defrauding,0
deft,1.0
defunct,0
defy,0
degenerate,0
degenerately,0
degeneration,0
degradation,0
degrade,0
degrading,0
degradingly,0
dehumanization,0
dehumanize,0
deign,0
deject,0
dejected,0
dejectedly,0
dejection,0
delectable,1
delicacy,1.0
delicate,1
delicious,1
delight,1
delighted,1
delightful,1
delightfully,1
delightfulness,1
delinquency,0
delinquent,0
delirious,0
delirium,0
delude,0
deluded,0
deluge,0
delusion,0
delusional,0
delusions,0
demean,0
demeaning,0
demise,0
democratic,1.0
demolish,0
demolisher,0
demon,0
demonic,0
demonize,0
demoralize,0
demoralizing,0
demoralizingly,0
demystify,1.0
denial,0
denigrate,0
deny,0
denounce,0
denunciate,0
denunciation,0
denunciations,0
dependable,1.0
deplete,0
deplorable,0
deplorably,0
deplore,0
deploring,0
deploringly,0
deprave,0
depraved,0
depravedly,0
deprecate,0
depress,0
depressed,0
depressing,0
depressingly,0
depression,0
deprive,0
deprived,0
deride,0
derision,0
derisive,0
derisively,0
derisiveness,0
derogatory,0
desecrate,0
deserve,1.0
deserved,1.0
deservedly,1.0
deserving,1.0
desert,0
desertion,0
desiccate,0
desiccated,0
desirable,1
desire,1
desirous,1
desolate,0
desolately,0
desolation,0
despair,0
despairing,0
despairingly,0
desperate,0
desperately,0
desperation,0
despicable,0
despicably,0
despise,0
despised,0
despite,0
despoil,0
despoiler,0
despondence,0
despondency,0
despondent,0
despondently,0
despot,0
despotic,0
despotism,0
destabilisation,0
destine,1.0
destined,1.0
destinies,1.0
destiny,1.0
destitute,0
destitution,0
destroy,0
destroyer,0
destruction,0
destructive,0
desultory,0
deter,0
deteriorate,0
deteriorating,0
deterioration,0
determination,1
deterrent,0
detest,0
detestable,0
detestably,0
detract,0
detraction,0
detriment,0
detrimental,0
devastate,0
devastated,0
devastating,0
devastatingly,0
devastation,0
deviate,0
deviation,0
devil,0
devilish,0
devilishly,0
devilment,0
devilry,0
devious,0
deviously,0
deviousness,0
devoid,0
devote,1
devoted,1
devotee,1
devotion,1
devout,1.0
dexterity,1.0
dexterous,1.0
dexterously,1.0
dextrous,1.0
diabolic,0
diabolical,0
diabolically,0
diametrically,0
diatribe,0
diatribes,0
dictator,0
dictatorial,0
differ,0
difficult,0
difficulties,0
difficulty,0
diffidence,0
dig,1.0
dignified,1
dignify,1
dignity,1
digress,0
dilapidated,0
dilemma,0
diligence,1.0
diligent,1.0
diligently,1.0
dilly-dally,0
dim,0
diminish,0
diminishing,0
din,0
dinky,0
diplomatic,1.0
dire,0
direly,0
direness,0
dirt,0
dirty,0
disable,0
disabled,0
disaccord,0
disadvantage,0
disadvantaged,0
disadvantageous,0
disaffect,0
disaffected,0
disaffirm,0
disagree,0
disagreeable,0
disagreeably,0
disagreement,0
disallow,0
disappoint,0
disappointed,0
disappointing,0
disappointingly,0
disappointment,0
disapprobation,0
disapproval,0
disapprove,0
disapproving,0
disarm,0
disarray,0
disaster,0
disastrous,0
disastrously,0
disavow,0
disavowal,0
disbelief,0
disbelieve,0
disbeliever,0
discerning,1.0
disclaim,0
discombobulate,0
discomfit,0
discomfititure,0
discomfort,0
discompose,0
disconcert,0
disconcerted,0
disconcerting,0
disconcertingly,0
disconsolate,0
disconsolately,0
disconsolation,0
discontent,0
discontented,0
discontentedly,0
discontinuity,0
discord,0
discordance,0
discordant,0
discountenance,0
discourage,0
discouragement,0
discouraging,0
discouragingly,0
discourteous,0
discourteously,0
discredit,0
discreet,1.0
discrepant,0
discretion,1.0
discriminate,0
discriminating,1.0
discriminatingly,1.0
discrimination,0
discriminatory,0
disdain,0
disdainful,0
disdainfully,0
disease,0
diseased,0
disfavor,0
disgrace,0
disgraced,0
disgraceful,0
disgracefully,0
disgruntle,0
disgruntled,0
disgust,0
disgusted,0
disgustedly,0
disgustful,0
disgustfully,0
disgusting,0
disgustingly,0
dishearten,0
disheartening,0
dishearteningly,0
dishonest,0
dishonestly,0
dishonesty,0
dishonor,0
dishonorable,0
dishonorablely,0
disillusion,0
disillusioned,0
disinclination,0
disinclined,0
disingenuous,0
disingenuously,0
disintegrate,0
disinterested,0
disintegration,0
disinterest,0
dislike,0
dislocated,0
disloyal,0
disloyalty,0
dismal,0
dismally,0
dismalness,0
dismay,0
dismayed,0
dismaying,0
dismayingly,0
dismissive,0
dismissively,0
disobedience,0
disobedient,0
disobey,0
disown,0
disorder,0
disordered,0
disorderly,0
disorganized,0
disorient,0
disoriented,0
disparage,0
disparaging,0
disparagingly,0
dispensable,0
dispirit,0
dispirited,0
dispiritedly,0
dispiriting,0
displace,0
displaced,0
displease,0
displeasing,0
displeasure,0
disproportionate,0
disprove,0
disputable,0
dispute,0
disputed,0
disquiet,0
disquieting,0
disquietingly,0
disquietude,0
disregard,0
disregardful,0
disreputable,0
disrepute,0
disrespect,0
disrespectable,0
disrespectablity,0
disrespectful,0
disrespectfully,0
disrespectfulness,0
disrespecting,0
disrupt,0
disruption,0
disruptive,0
dissatisfaction,0
dissatisfactory,0
dissatisfied,0
dissatisfy,0
dissatisfying,0
dissemble,0
dissembler,0
dissension,0
dissent,0
dissenter,0
dissention,0
disservice,0
dissidence,0
dissident,0
dissidents,0
dissocial,0
dissolute,0
dissolution,0
dissonance,0
dissonant,0
dissonantly,0
dissuade,0
dissuasive,0
distaste,0
distasteful,0
distastefully,0
distinct,1.0
distinction,1.0
distinctive,1.0
distinguish,1.0
distinguished,1.0
distort,0
distortion,0
distract,0
distracting,0
distraction,0
distraught,0
distraughtly,0
distraughtness,0
distress,0
distressed,0
distressing,0
distressingly,0
distrust,0
distrustful,0
distrusting,0
disturb,0
disturbed,0
disturbed-let,0
disturbing,0
disturbingly,0
disunity,0
disvalue,0
divergent,0
diversified,1.0
divide,0
divided,0
divine,1
divinely,1
division,0
divisive,0
divisively,0
divisiveness,0
divorce,0
divorced,0
dizzy,0
dizzing,0
dizzingly,0
doddering,0
dodge,1.0
dodgey,0
dogged,0
doggedly,0
dogmatic,0
doldrums,0
dominance,1
dominate,0
domination,0
domineer,0
domineering,0
doom,0
doomsday,0
dope,0
dote,1.0
dotingly,1.0
doubt,0
doubtful,0
doubtfully,0
doubtless,1
doubts,0
down,0
downbeat,0
downcast,0
downer,0
downfall,0
downfallen,0
downgrade,0
downhearted,0
downheartedly,0
downside,0
drab,0
draconian,0
draconic,0
dragon,0
dragons,0
dragoon,0
drain,0
drama,0
drastic,0
drastically,0
dread,0
dreadful,0
dreadfully,0
dreadfulness,0
dream,1
dreamland,1.0
dreams,1
dreamy,1.0
dreary,0
drive,1.0
driven,1.0
drones,0
droop,0
drought,0
drowning,0
drunk,0
drunkard,0
drunken,0
dubious,0
dubiously,0
dubitable,0
dud,0
dull,0
dullard,0
dumb,0
dumbfound,0
dumbfounded,0
dummy,0
dump,0
dunce,0
dungeon,0
dungeons,0
dupe,0
durable,1.0
durability,1.0
dusty,0
dwindle,0
dwindling,0
dynamic,1
dying,0
eager,1
eagerly,1
eagerness,1
earnest,1
earnestly,1.0
earnestness,1.0
earsplitting,0
ease,1
easier,1
easiest,1
easily,1
easiness,1
easy,1
easygoing,1
ebullience,1.0
ebullient,1.0
ebulliently,1.0
eccentric,0
eccentricity,0
eclectic,1.0
economical,1.0
ecstasies,1
ecstasy,1
ecstatic,1
ecstatically,1
edgy,0
edify,1.0
educable,1.0
educated,1.0
educational,1.0
effective,1
effectiveness,1.0
effectual,1.0
efficacious,1.0
efficiency,1
efficient,1
effigy,0
effortless,1.0
effortlessly,1.0
effrontery,0
effusion,1.0
effusive,1.0
effusively,1.0
effusiveness,1.0
egalitarian,1.0
ego,0
egocentric,0
egomania,0
egotism,0
egotistical,0
egotistically,0
egregious,0
egregiously,0
ejaculate,0
elan,1.0
elate,1.0
elated,1
elatedly,1.0
elation,1
election-rigger,0
electrification,1.0
electrify,1.0
elegance,1
elegant,1
elegantly,1
elevate,1.0
elevated,1.0
eligible,1.0
eliminate,0
elimination,0
elite,1.0
eloquence,1.0
eloquent,1.0
eloquently,1.0
emaciated,0
emancipate,1.0
emasculate,0
embarrass,0
embarrassing,0
embarrassingly,0
embarrassment,0
embattled,0
embellish,1.0
embolden,1.0
embrace,1
embroil,0
embroiled,0
embroilment,0
eminence,1.0
eminent,1.0
emotional,1
empathize,0
empathy,0
emphatic,0
emphatically,0
empower,1.0
empowerment,1.0
emptiness,0
empty,0
enable,1.0
enchant,1.0
enchanted,1
enchanting,1.0
enchantingly,1.0
encourage,1
encouragement,1
encouraging,1
encouragingly,1
encroach,0
encroachment,0
endanger,0
endear,1.0
endearing,1.0
endless,0
endorse,1
endorsement,1
endorser,1.0
endurable,1.0
endure,1.0
enduring,1.0
enemies,0
enemy,0
energetic,1
energize,1
enervate,0
enfeeble,0
enflame,0
engaging,1
engrossing,1.0
engulf,0
enhance,1.0
enhanced,1.0
enhancement,1.0
enjoin,0
enjoy,1
enjoyable,1
enjoyably,1
enjoyment,1
enlighten,1
enlightenment,1.0
enliven,1.0
enmity,0
ennoble,1.0
enormities,0
enormity,0
enormous,0
enormously,0
enrage,0
enraged,0
enrapt,1.0
enrapture,1
enraptured,1.0
enrich,1.0
enrichment,1.0
enslave,0
ensure,1
entangle,0
entanglement,0
enterprising,1
entertain,1
entertaining,1
enthral,1
enthrall,1.0
enthralled,1.0
enthuse,1
enthusiasm,1
enthusiast,1
enthusiastic,1
enthusiastically,1
entice,1.0
enticing,1.0
enticingly,1.0
entrance,1.0
entranced,1.0
entrancing,1.0
entrap,0
entrapment,0
entreat,1.0
entreatingly,1.0
entrust,1.0
enviable,1.0
enviably,1.0
envious,0
enviously,0
enviousness,0
envision,1.0
envisions,1.0
envy,0
epic,1.0
epidemic,0
epitome,1.0
equality,1.0
equitable,1.0
equivocal,0
eradicate,0
erase,0
erode,0
erosion,0
err,0
errant,0
erratic,0
erratically,0
erroneous,0
erroneously,0
error,0
erudite,1.0
escapade,0
eschew,0
esoteric,0
essential,1.0
especially,1.0
esteem,1.0
estranged,0
established,1.0
eternal,0
eternity,1.0
ethical,1
eulogize,1.0
euphoria,1
euphoric,1
euphorically,1.0
evade,0
evasion,0
evasive,0
even,1.0
evenly,1.0
eventful,1.0
everlasting,1.0
evident,1.0
evidently,1.0
evil,0
evildoer,0
evils,0
eviscerate,0
evocative,1.0
exacerbate,0
exacting,0
exaggerate,0
exaggeration,0
exalt,1.0
exaltation,1.0
exalted,1.0
exaltedly,1.0
exalting,1.0
exaltingly,1.0
exasperate,0
exasperation,0
exasperating,0
exasperatingly,0
exceed,1.0
exceeding,1.0
exceedingly,1.0
excel,1
excellence,1
excellency,1
excellent,1
excellently,1
exceptional,1.0
exceptionally,1.0
excessive,0
